node_id	title	genres
943	Toy Story (1995)	animation;children's;comedy
944	GoldenEye (1995)	action;adventure;thriller
945	Four Rooms (1995)	thriller
946	Get Shorty (1995)	action;comedy;drama
947	Copycat (1995)	crime;drama;thriller
948	Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)	drama
949	Twelve Monkeys (1995)	drama;sci-fi
950	Babe (1995)	children's;comedy;drama
951	Dead Man Walking (1995)	drama
952	Richard III (1995)	drama;war
953	Seven (Se7en) (1995)	crime;thriller
954	Usual Suspects, The (1995)	crime;thriller
955	Mighty Aphrodite (1995)	comedy
956	Postino, Il (1994)	drama;romance
957	Mr. Holland's Opus (1995)	drama
958	French Twist (Gazon maudit) (1995)	comedy;romance
959	From Dusk Till Dawn (1996)	action;comedy;crime;horror;thriller
960	White Balloon, The (1995)	drama
961	Antonia's Line (1995)	drama
962	Angels and Insects (1995)	drama;romance
963	Muppet Treasure Island (1996)	action;adventure;comedy;musical;thriller
964	Braveheart (1995)	action;drama;war
965	Taxi Driver (1976)	drama;thriller
966	Rumble in the Bronx (1995)	action;adventure;crime
967	Birdcage, The (1996)	comedy
968	Brothers McMullen, The (1995)	comedy
969	Bad Boys (1995)	action
970	Apollo 13 (1995)	action;drama;thriller
971	Batman Forever (1995)	action;adventure;comedy;crime
972	Belle de jour (1967)	drama
973	Crimson Tide (1995)	drama;thriller;war
974	Crumb (1994)	documentary
975	Desperado (1995)	action;romance;thriller
976	Doom Generation, The (1995)	comedy;drama
977	Free Willy 2: The Adventure Home (1995)	adventure;children's;drama
978	Mad Love (1995)	drama;romance
979	Nadja (1994)	drama
980	Net, The (1995)	sci-fi;thriller
981	Strange Days (1995)	action;crime;sci-fi
982	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	comedy
983	Billy Madison (1995)	comedy
984	Clerks (1994)	comedy
985	Disclosure (1994)	drama;thriller
986	Dolores Claiborne (1994)	drama;thriller
987	Eat Drink Man Woman (1994)	comedy;drama
988	Exotica (1994)	drama
989	Ed Wood (1994)	comedy;drama
990	Hoop Dreams (1994)	documentary
991	I.Q. (1994)	comedy;romance
992	Star Wars (1977)	action;adventure;romance;sci-fi;war
993	Legends of the Fall (1994)	drama;romance;war;western
994	Madness of King George, The (1994)	drama
995	Natural Born Killers (1994)	action;thriller
996	Outbreak (1995)	action;drama;thriller
997	Professional, The (1994)	crime;drama;romance;thriller
998	Pulp Fiction (1994)	crime;drama
999	Priest (1994)	drama
1000	Quiz Show (1994)	drama
1001	Three Colors: Red (1994)	drama
1002	Three Colors: Blue (1993)	drama
1003	Three Colors: White (1994)	drama
1004	Stargate (1994)	action;adventure;sci-fi
1005	Santa Clause, The (1994)	children's;comedy
1006	Shawshank Redemption, The (1994)	drama
1007	What's Eating Gilbert Grape (1993)	comedy;drama
1008	While You Were Sleeping (1995)	comedy;romance
1009	Ace Ventura: Pet Detective (1994)	comedy
1010	Crow, The (1994)	action;romance;thriller
1011	Forrest Gump (1994)	comedy;romance;war
1012	Four Weddings and a Funeral (1994)	comedy;romance
1013	Lion King, The (1994)	animation;children's;musical
1014	Mask, The (1994)	comedy;crime;fantasy
1015	Maverick (1994)	action;comedy;western
1016	Faster Pussycat! Kill! Kill! (1965)	action;comedy;drama
1017	Brother Minister: The Assassination of Malcolm X (1994)	documentary
1018	Carlito's Way (1993)	crime;drama
1019	Firm, The (1993)	drama;thriller
1020	Free Willy (1993)	adventure;children's;drama
1021	Fugitive, The (1993)	action;thriller
1022	Hot Shots! Part Deux (1993)	action;comedy;war
1023	Hudsucker Proxy, The (1994)	comedy;romance
1024	Jurassic Park (1993)	action;adventure;sci-fi
1025	Much Ado About Nothing (1993)	comedy;romance
1026	Robert A. Heinlein's The Puppet Masters (1994)	horror;sci-fi
1027	Ref, The (1994)	comedy
1028	Remains of the Day, The (1993)	drama
1029	Searching for Bobby Fischer (1993)	drama
1030	Sleepless in Seattle (1993)	comedy;romance
1031	Blade Runner (1982)	film-noir;sci-fi
1032	So I Married an Axe Murderer (1993)	comedy;romance;thriller
1033	Nightmare Before Christmas, The (1993)	children's;comedy;musical
1034	True Romance (1993)	action;crime;romance
1035	Welcome to the Dollhouse (1995)	comedy;drama
1036	Home Alone (1990)	children's;comedy
1037	Aladdin (1992)	animation;children's;comedy;musical
1038	Terminator 2: Judgment Day (1991)	action;sci-fi;thriller
1039	Dances with Wolves (1990)	adventure;drama;western
1040	Silence of the Lambs, The (1991)	drama;thriller
1041	Snow White and the Seven Dwarfs (1937)	animation;children's;musical
1042	Fargo (1996)	crime;drama;thriller
1043	Heavy Metal (1981)	action;adventure;animation;horror;sci-fi
1044	Aristocats, The (1970)	animation;children's
1045	All Dogs Go to Heaven 2 (1996)	animation;children's;musical
1046	Theodore Rex (1995)	comedy
1047	Sgt. Bilko (1996)	comedy
1048	Diabolique (1996)	drama;thriller
1049	Moll Flanders (1996)	drama
1050	Kids in the Hall: Brain Candy (1996)	comedy
1051	Mystery Science Theater 3000: The Movie (1996)	comedy;sci-fi
1052	Operation Dumbo Drop (1995)	action;adventure;comedy;war
1053	Truth About Cats & Dogs, The (1996)	comedy;romance
1054	Flipper (1996)	adventure;children's
1055	Horseman on the Roof, The (Hussard sur le toit, Le) (1995)	drama
1056	Wallace & Gromit: The Best of Aardman Animation (1996)	animation
1057	Haunted World of Edward D. Wood Jr., The (1995)	documentary
1058	Cold Comfort Farm (1995)	comedy
1059	Rock, The (1996)	action;adventure;thriller
1060	Twister (1996)	action;adventure;thriller
1061	Maya Lin: A Strong Clear Vision (1994)	documentary
1062	Striptease (1996)	comedy;crime
1063	Independence Day (ID4) (1996)	action;sci-fi;war
1064	Cable Guy, The (1996)	comedy
1065	Frighteners, The (1996)	comedy;horror
1066	Lone Star (1996)	drama;mystery
1067	Phenomenon (1996)	drama;romance
1068	Spitfire Grill, The (1996)	drama
1069	Godfather, The (1972)	action;crime;drama
1070	Supercop (1992)	action;thriller
1071	Bound (1996)	crime;drama;romance;thriller
1072	Kansas City (1996)	crime
1073	Breakfast at Tiffany's (1961)	drama;romance
1074	Wizard of Oz, The (1939)	adventure;children's;drama;musical
1075	Gone with the Wind (1939)	drama;romance;war
1076	Citizen Kane (1941)	drama
1077	2001: A Space Odyssey (1968)	drama;mystery;sci-fi;thriller
1078	Mr. Smith Goes to Washington (1939)	drama
1079	Big Night (1996)	drama
1080	D3: The Mighty Ducks (1996)	children's;comedy
1081	Love Bug, The (1969)	children's;comedy
1082	Homeward Bound: The Incredible Journey (1993)	adventure;children's
1083	20,000 Leagues Under the Sea (1954)	adventure;children's;fantasy;sci-fi
1084	Bedknobs and Broomsticks (1971)	adventure;children's;musical
1085	Sound of Music, The (1965)	musical
1086	Die Hard (1988)	action;thriller
1087	Lawnmower Man, The (1992)	action;sci-fi;thriller
1088	Unhook the Stars (1996)	drama
1089	Long Kiss Goodnight, The (1996)	action;thriller
1090	Ghost and the Darkness, The (1996)	action;adventure
1091	Jude (1996)	drama
1092	Swingers (1996)	comedy;drama
1093	Willy Wonka and the Chocolate Factory (1971)	adventure;children's;comedy
1094	Sleeper (1973)	comedy;sci-fi
1095	Fish Called Wanda, A (1988)	comedy
1096	Monty Python's Life of Brian (1979)	comedy
1097	Dirty Dancing (1987)	musical;romance
1098	Reservoir Dogs (1992)	crime;thriller
1099	Platoon (1986)	drama;war
1100	Weekend at Bernie's (1989)	comedy
1101	Basic Instinct (1992)	mystery;thriller
1102	Glengarry Glen Ross (1992)	drama
1103	Top Gun (1986)	action;romance
1104	On Golden Pond (1981)	drama
1105	Return of the Pink Panther, The (1974)	comedy
1106	Abyss, The (1989)	action;adventure;sci-fi;thriller
1107	Jean de Florette (1986)	drama
1108	Manon of the Spring (Manon des sources) (1986)	drama
1109	Private Benjamin (1980)	comedy
1110	Monty Python and the Holy Grail (1974)	comedy
1111	Wrong Trousers, The (1993)	animation;comedy
1112	Cinema Paradiso (1988)	comedy;drama;romance
1113	Delicatessen (1991)	comedy;sci-fi
1114	Empire Strikes Back, The (1980)	action;adventure;drama;romance;sci-fi;war
1115	Princess Bride, The (1987)	action;adventure;comedy;romance
1116	Raiders of the Lost Ark (1981)	action;adventure
1117	Brazil (1985)	sci-fi
1118	Aliens (1986)	action;sci-fi;thriller;war
1119	Good, The Bad and The Ugly, The (1966)	action;western
1120	12 Angry Men (1957)	drama
1121	Clockwork Orange, A (1971)	sci-fi
1122	Apocalypse Now (1979)	drama;war
1123	Return of the Jedi (1983)	action;adventure;romance;sci-fi;war
1124	GoodFellas (1990)	crime;drama
1125	Alien (1979)	action;horror;sci-fi;thriller
1126	Army of Darkness (1993)	action;adventure;comedy;horror;sci-fi
1127	Psycho (1960)	horror;romance;thriller
1128	Blues Brothers, The (1980)	action;comedy;musical
1129	Godfather: Part II, The (1974)	action;crime;drama
1130	Full Metal Jacket (1987)	action;drama;war
1131	Grand Day Out, A (1992)	animation;comedy
1132	Henry V (1989)	drama;war
1133	Amadeus (1984)	drama;mystery
1134	Raging Bull (1980)	drama
1135	Right Stuff, The (1983)	drama
1136	Sting, The (1973)	comedy;crime
1137	Terminator, The (1984)	action;sci-fi;thriller
1138	Dead Poets Society (1989)	drama
1139	Graduate, The (1967)	drama;romance
1140	Nikita (La Femme Nikita) (1990)	thriller
1141	Bridge on the River Kwai, The (1957)	drama;war
1142	Shining, The (1980)	horror
1143	Evil Dead II (1987)	action;adventure;comedy;horror
1144	Groundhog Day (1993)	comedy;romance
1145	Unforgiven (1992)	western
1146	Back to the Future (1985)	comedy;sci-fi
1147	Patton (1970)	drama;war
1148	Akira (1988)	adventure;animation;sci-fi;thriller
1149	Cyrano de Bergerac (1990)	action;drama;romance
1150	Young Frankenstein (1974)	comedy;horror
1151	This Is Spinal Tap (1984)	comedy;drama;musical
1152	Indiana Jones and the Last Crusade (1989)	action;adventure
1153	M*A*S*H (1970)	comedy;war
1154	Unbearable Lightness of Being, The (1988)	drama
1155	Room with a View, A (1986)	drama;romance
1156	Pink Floyd - The Wall (1982)	drama;musical;war
1157	Field of Dreams (1989)	drama
1158	When Harry Met Sally... (1989)	comedy;romance
1159	Bram Stoker's Dracula (1992)	horror;romance
1160	Cape Fear (1991)	thriller
1161	Nightmare on Elm Street, A (1984)	horror
1162	Mirror Has Two Faces, The (1996)	comedy;romance
1163	Breaking the Waves (1996)	drama
1164	Star Trek: First Contact (1996)	action;adventure;sci-fi
1165	Sling Blade (1996)	drama;thriller
1166	Ridicule (1996)	drama
1167	101 Dalmatians (1996)	children's;comedy
1168	Die Hard 2 (1990)	action;thriller
1169	Star Trek VI: The Undiscovered Country (1991)	action;adventure;sci-fi
1170	Star Trek: The Wrath of Khan (1982)	action;adventure;sci-fi
1171	Star Trek III: The Search for Spock (1984)	action;adventure;sci-fi
1172	Star Trek IV: The Voyage Home (1986)	action;adventure;sci-fi
1173	Batman Returns (1992)	action;adventure;comedy;crime
1174	Young Guns (1988)	action;comedy;western
1175	Under Siege (1992)	action
1176	Jaws (1975)	action;horror
1177	Mars Attacks! (1996)	action;comedy;sci-fi;war
1178	Citizen Ruth (1996)	comedy;drama
1179	Jerry Maguire (1996)	drama;romance
1180	Raising Arizona (1987)	comedy
1181	Sneakers (1992)	crime;drama;sci-fi
1182	Beavis and Butt-head Do America (1996)	animation;comedy
1183	Last of the Mohicans, The (1992)	action;romance;war
1184	Kolya (1996)	comedy
1185	Jungle2Jungle (1997)	children's;comedy
1186	Smilla's Sense of Snow (1997)	action;drama;thriller
1187	Devil's Own, The (1997)	action;drama;thriller;war
1188	Chasing Amy (1997)	drama;romance
1189	Turbo: A Power Rangers Movie (1997)	action;adventure;children's
1190	Grosse Pointe Blank (1997)	comedy;crime
1191	Austin Powers: International Man of Mystery (1997)	comedy
1192	Fifth Element, The (1997)	action;sci-fi
1193	Shall We Dance? (1996)	comedy
1194	Lost World: Jurassic Park, The (1997)	action;adventure;sci-fi;thriller
1195	Pillow Book, The (1995)	drama;romance
1196	Batman & Robin (1997)	action;adventure;crime
1197	My Best Friend's Wedding (1997)	comedy;romance
1198	When the Cats Away (Chacun cherche son chat) (1996)	comedy;romance
1199	Men in Black (1997)	action;adventure;comedy;sci-fi
1200	Contact (1997)	drama;sci-fi
1201	George of the Jungle (1997)	children's;comedy
1202	Event Horizon (1997)	action;mystery;sci-fi;thriller
1203	Air Bud (1997)	children's;comedy
1204	In the Company of Men (1997)	drama
1205	Steel (1997)	action
1206	Mimic (1997)	sci-fi;thriller
1207	Hunt for Red October, The (1990)	action;thriller
1208	Kull the Conqueror (1997)	action;adventure
1209	unknown	unknown
1210	Chasing Amy (1997)	drama;romance
1211	Full Monty, The (1997)	comedy
1212	Gattaca (1997)	drama;sci-fi;thriller
1213	Starship Troopers (1997)	action;adventure;sci-fi;war
1214	Good Will Hunting (1997)	drama
1215	Heat (1995)	action;crime;thriller
1216	Sabrina (1995)	comedy;romance
1217	Sense and Sensibility (1995)	drama;romance
1218	Leaving Las Vegas (1995)	drama;romance
1219	Restoration (1995)	drama
1220	Bed of Roses (1996)	drama;romance
1221	Once Upon a Time... When We Were Colored (1995)	drama
1222	Up Close and Personal (1996)	drama;romance
1223	River Wild, The (1994)	action;thriller
1224	Time to Kill, A (1996)	drama
1225	Emma (1996)	drama;romance
1226	Tin Cup (1996)	comedy;romance
1227	Secrets & Lies (1996)	drama
1228	English Patient, The (1996)	drama;romance;war
1229	Marvin's Room (1996)	drama
1230	Scream (1996)	horror;thriller
1231	Evita (1996)	drama;musical
1232	Fierce Creatures (1997)	comedy
1233	Absolute Power (1997)	mystery;thriller
1234	Rosewood (1997)	drama
1235	Donnie Brasco (1997)	crime;drama
1236	Liar Liar (1997)	comedy
1237	Breakdown (1997)	action;thriller
1238	Promesse, La (1996)	drama
1239	Ulee's Gold (1997)	drama
1240	Face/Off (1997)	action;sci-fi;thriller
1241	Hoodlum (1997)	crime;drama;film-noir
1242	Air Force One (1997)	action;thriller
1243	In & Out (1997)	comedy
1244	L.A. Confidential (1997)	crime;film-noir;mystery;thriller
1245	Ulee's Gold (1997)	drama
1246	Fly Away Home (1996)	adventure;children's
1247	Ice Storm, The (1997)	drama
1248	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	drama;romance
1249	Devil's Advocate, The (1997)	crime;horror;mystery;thriller
1250	FairyTale: A True Story (1997)	children's;drama;fantasy
1251	Deceiver (1997)	crime
1252	Rainmaker, The (1997)	drama
1253	Wings of the Dove, The (1997)	drama;romance;thriller
1254	Midnight in the Garden of Good and Evil (1997)	comedy;crime;drama;mystery
1255	Titanic (1997)	action;drama;romance
1256	3 Ninjas: High Noon At Mega Mountain (1998)	action;children's
1257	Apt Pupil (1998)	drama;thriller
1258	As Good As It Gets (1997)	comedy;drama
1259	In the Name of the Father (1993)	drama
1260	Schindler's List (1993)	drama;war
1261	Everyone Says I Love You (1996)	comedy;musical;romance
1262	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	documentary
1263	Mother (1996)	comedy
1264	Murder at 1600 (1997)	mystery;thriller
1265	Dante's Peak (1997)	action;thriller
1266	Lost Highway (1997)	mystery
1267	Crash (1996)	drama;thriller
1268	G.I. Jane (1997)	action;drama;war
1269	Cop Land (1997)	crime;drama;mystery
1270	Conspiracy Theory (1997)	action;mystery;romance;thriller
1271	Desperate Measures (1998)	crime;drama;thriller
1272	187 (1997)	drama
1273	Edge, The (1997)	adventure;thriller
1274	Kiss the Girls (1997)	crime;drama;thriller
1275	Game, The (1997)	mystery;thriller
1276	U Turn (1997)	action;crime;mystery
1277	How to Be a Player (1997)	comedy
1278	Playing God (1997)	crime;thriller
1279	House of Yes, The (1997)	comedy;drama;thriller
1280	Bean (1997)	comedy
1281	Mad City (1997)	action;drama
1282	Boogie Nights (1997)	drama
1283	Critical Care (1997)	comedy
1284	Man Who Knew Too Little, The (1997)	comedy;mystery
1285	Alien: Resurrection (1997)	action;horror;sci-fi
1286	Apostle, The (1997)	drama
1287	Deconstructing Harry (1997)	comedy;drama
1288	Jackie Brown (1997)	crime;drama
1289	Wag the Dog (1997)	comedy;drama
1290	Desperate Measures (1998)	crime;drama;thriller
1291	Hard Rain (1998)	action;thriller
1292	Fallen (1998)	action;mystery;thriller
1293	Prophecy II, The (1998)	horror
1294	Spice World (1997)	comedy;musical
1295	Deep Rising (1998)	action;horror;sci-fi
1296	Wedding Singer, The (1998)	comedy;romance
1297	Sphere (1998)	adventure;sci-fi;thriller
1298	Client, The (1994)	drama;mystery;thriller
1299	One Flew Over the Cuckoo's Nest (1975)	drama
1300	Spawn (1997)	action;adventure;sci-fi;thriller
1301	Assignment, The (1997)	thriller
1302	Wonderland (1997)	documentary
1303	Incognito (1997)	crime;thriller
1304	Blues Brothers 2000 (1998)	action;comedy;musical
1305	Sudden Death (1995)	action
1306	Ace Ventura: When Nature Calls (1995)	comedy
1307	Powder (1995)	drama
1308	Dangerous Minds (1995)	drama
1309	Clueless (1995)	comedy
1310	Bio-Dome (1996)	comedy
1311	Black Sheep (1996)	comedy
1312	Mary Reilly (1996)	drama;thriller
1313	Bridges of Madison County, The (1995)	drama;romance
1314	Jeffrey (1995)	comedy
1315	Judge Dredd (1995)	action;adventure;sci-fi
1316	Mighty Morphin Power Rangers: The Movie (1995)	action;children's
1317	Showgirls (1995)	drama
1318	Houseguest (1994)	comedy
1319	Heavyweights (1994)	children's;comedy
1320	Miracle on 34th Street (1994)	drama
1321	Tales From the Crypt Presents: Demon Knight (1995)	horror
1322	Star Trek: Generations (1994)	action;adventure;sci-fi
1323	Muriel's Wedding (1994)	comedy;romance
1324	Adventures of Priscilla, Queen of the Desert, The (1994)	comedy;drama
1325	Flintstones, The (1994)	children's;comedy
1326	Naked Gun 33 1/3: The Final Insult (1994)	comedy
1327	True Lies (1994)	action;adventure;comedy;romance
1328	Addams Family Values (1993)	comedy
1329	Age of Innocence, The (1993)	drama
1330	Beverly Hills Cop III (1994)	action;comedy
1331	Black Beauty (1994)	adventure;children's
1332	Fear of a Black Hat (1993)	comedy
1333	Last Action Hero (1993)	action;comedy
1334	Man Without a Face, The (1993)	drama
1335	Mrs. Doubtfire (1993)	comedy
1336	Radioland Murders (1994)	comedy;mystery;romance
1337	Robin Hood: Men in Tights (1993)	comedy
1338	Serial Mom (1994)	comedy;crime;horror
1339	Striking Distance (1993)	action
1340	Super Mario Bros. (1993)	action;adventure;children's;sci-fi
1341	Three Musketeers, The (1993)	action;adventure;comedy
1342	Little Rascals, The (1994)	children's;comedy
1343	Brady Bunch Movie, The (1995)	comedy
1344	Ghost (1990)	comedy;romance;thriller
1345	Batman (1989)	action;adventure;crime;drama
1346	Pinocchio (1940)	animation;children's
1347	Mission: Impossible (1996)	action;adventure;mystery
1348	Thinner (1996)	horror;thriller
1349	Spy Hard (1996)	comedy
1350	Close Shave, A (1995)	animation;comedy;thriller
1351	Jack (1996)	comedy;drama
1352	Kingpin (1996)	comedy
1353	Nutty Professor, The (1996)	comedy;fantasy;romance;sci-fi
1354	Very Brady Sequel, A (1996)	comedy
1355	Tales from the Crypt Presents: Bordello of Blood (1996)	horror
1356	My Favorite Year (1982)	comedy
1357	Apple Dumpling Gang, The (1975)	children's;comedy;western
1358	Old Yeller (1957)	children's;drama
1359	Parent Trap, The (1961)	children's;drama
1360	Cinderella (1950)	animation;children's;musical
1361	Mary Poppins (1964)	children's;comedy;musical
1362	Alice in Wonderland (1951)	animation;children's;musical
1363	William Shakespeare's Romeo and Juliet (1996)	drama;romance
1364	Aladdin and the King of Thieves (1996)	animation;children's;comedy
1365	E.T. the Extra-Terrestrial (1982)	children's;drama;fantasy;sci-fi
1366	Children of the Corn: The Gathering (1996)	horror
1367	Bob Roberts (1992)	comedy
1368	Transformers: The Movie, The (1986)	action;animation;children's;sci-fi;thriller;war
1369	To Kill a Mockingbird (1962)	drama
1370	Harold and Maude (1971)	comedy
1371	Day the Earth Stood Still, The (1951)	drama;sci-fi
1372	Duck Soup (1933)	comedy;war
1373	Highlander (1986)	action;adventure
1374	Fantasia (1940)	animation;children's;musical
1375	Heathers (1989)	comedy
1376	Forbidden Planet (1956)	sci-fi
1377	Butch Cassidy and the Sundance Kid (1969)	action;comedy;western
1378	American Werewolf in London, An (1981)	horror
1379	Amityville 1992: It's About Time (1992)	horror
1380	Amityville 3-D (1983)	horror
1381	Amityville: A New Generation (1993)	horror
1382	Amityville II: The Possession (1982)	horror
1383	Amityville Horror, The (1979)	horror
1384	Amityville Curse, The (1990)	horror
1385	Birds, The (1963)	horror
1386	Blob, The (1958)	horror;sci-fi
1387	Body Snatcher, The (1945)	horror
1388	Burnt Offerings (1976)	horror
1389	Carrie (1976)	horror
1390	Omen, The (1976)	horror
1391	Star Trek: The Motion Picture (1979)	action;adventure;sci-fi
1392	Star Trek V: The Final Frontier (1989)	action;adventure;sci-fi
1393	Grease (1978)	comedy;musical;romance
1394	Jaws 2 (1978)	action;horror
1395	Jaws 3-D (1983)	action;horror
1396	Bastard Out of Carolina (1996)	drama
1397	Jackie Chan's First Strike (1996)	action
1398	Beverly Hills Ninja (1997)	action;comedy
1399	Free Willy 3: The Rescue (1997)	adventure;children's;drama
1400	Nixon (1995)	drama
1401	Cry, the Beloved Country (1995)	drama
1402	Crossing Guard, The (1995)	drama
1403	Smoke (1995)	drama
1404	Like Water For Chocolate (Como agua para chocolate) (1992)	drama;romance
1405	Secret of Roan Inish, The (1994)	adventure
1406	Vanya on 42nd Street (1994)	drama
1407	Jungle Book, The (1994)	adventure;children's;romance
1408	Red Rock West (1992)	thriller
1409	Bronx Tale, A (1993)	drama
1410	Rudy (1993)	drama
1411	Short Cuts (1993)	drama
1412	Tombstone (1993)	western
1413	Courage Under Fire (1996)	drama;war
1414	Dragonheart (1996)	action;adventure;fantasy
1415	James and the Giant Peach (1996)	animation;children's;musical
1416	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	sci-fi;war
1417	Trainspotting (1996)	drama
1418	First Wives Club, The (1996)	comedy
1419	Matilda (1996)	children's;comedy
1420	Philadelphia Story, The (1940)	comedy;romance
1421	Vertigo (1958)	mystery;thriller
1422	North by Northwest (1959)	comedy;thriller
1423	Apartment, The (1960)	comedy;drama
1424	Some Like It Hot (1959)	comedy;crime
1425	Casablanca (1942)	drama;romance;war
1426	Maltese Falcon, The (1941)	film-noir;mystery
1427	My Fair Lady (1964)	musical;romance
1428	Sabrina (1954)	comedy;romance
1429	Roman Holiday (1953)	comedy;romance
1430	Sunset Blvd. (1950)	film-noir
1431	Notorious (1946)	film-noir;romance;thriller
1432	To Catch a Thief (1955)	comedy;romance;thriller
1433	Adventures of Robin Hood, The (1938)	action;adventure
1434	East of Eden (1955)	drama
1435	Thin Man, The (1934)	mystery
1436	His Girl Friday (1940)	comedy
1437	Around the World in 80 Days (1956)	adventure;comedy
1438	It's a Wonderful Life (1946)	drama
1439	Bringing Up Baby (1938)	comedy
1440	African Queen, The (1951)	action;adventure;romance;war
1441	Cat on a Hot Tin Roof (1958)	drama
1442	Fly Away Home (1996)	adventure;children's
1443	Dumbo (1941)	animation;children's;musical
1444	Bananas (1971)	comedy;war
1445	Candidate, The (1972)	drama
1446	Bonnie and Clyde (1967)	crime;drama
1447	Dial M for Murder (1954)	mystery;thriller
1448	Rebel Without a Cause (1955)	drama
1449	Streetcar Named Desire, A (1951)	drama
1450	People vs. Larry Flynt, The (1996)	drama
1451	My Left Foot (1989)	drama
1452	Magnificent Seven, The (1954)	action;drama;western
1453	Lawrence of Arabia (1962)	adventure;war
1454	Wings of Desire (1987)	comedy;drama;romance
1455	Third Man, The (1949)	mystery;thriller
1456	Annie Hall (1977)	comedy;romance
1457	Boot, Das (1981)	action;drama;war
1458	Local Hero (1983)	comedy
1459	Manhattan (1979)	comedy;drama;romance
1460	Miller's Crossing (1990)	drama
1461	Treasure of the Sierra Madre, The (1948)	adventure
1462	Great Escape, The (1963)	adventure;war
1463	Deer Hunter, The (1978)	drama;war
1464	Down by Law (1986)	comedy;drama
1465	Cool Hand Luke (1967)	comedy;drama
1466	Great Dictator, The (1940)	comedy
1467	Big Sleep, The (1946)	film-noir;mystery
1468	Ben-Hur (1959)	action;adventure;drama
1469	Gandhi (1982)	drama
1470	Killing Fields, The (1984)	drama;war
